 5.00000000e-11  9.99999997e-01 
 1.00000000e-10  9.99999990e-01 
 2.00000000e-10  9.99999971e-01 
 4.00000000e-10  9.99999895e-01 
 8.00000000e-10  9.99999591e-01 
 1.60000000e-09  9.99998375e-01 
 3.20000000e-09  9.99993508e-01 
 5.00000000e-09  9.99984154e-01 
 5.32000000e-09  9.99981996e-01 
 5.96000000e-09  9.99977422e-01 
 7.24000000e-09  9.99966714e-01 
 9.80000000e-09  9.99939071e-01 
 1.48000000e-08  9.99861127e-01 
 1.98000000e-08  9.99751502e-01 
 2.48000000e-08  9.99610199e-01 
 2.98000000e-08  9.99437224e-01 
 3.48000000e-08  9.99232581e-01 
 3.98000000e-08  9.98996276e-01 
 4.48000000e-08  9.98728319e-01 
 4.98000000e-08  9.98428716e-01 
 5.48000000e-08  9.98097477e-01 
 5.98000000e-08  9.97734613e-01 
 6.48000000e-08  9.97340136e-01 
 6.98000000e-08  9.96914057e-01 
 7.48000000e-08  9.96456391e-01 
 7.98000000e-08  9.95967151e-01 
 8.48000000e-08  9.95446354e-01 
 8.98000000e-08  9.94894016e-01 
 9.48000000e-08  9.94310154e-01 
 9.98000000e-08  9.93694787e-01 
 1.04800000e-07  9.93047935e-01 
 1.09800000e-07  9.92369617e-01 
 1.14800000e-07  9.91659856e-01 
 1.19800000e-07  9.90918673e-01 
 1.24800000e-07  9.90146093e-01 
 1.29800000e-07  9.89342139e-01 
 1.34800000e-07  9.88506838e-01 
 1.39800000e-07  9.87640216e-01 
 1.44800000e-07  9.86742299e-01 
 1.49800000e-07  9.85813118e-01 
 1.54800000e-07  9.84852700e-01 
 1.59800000e-07  9.83861077e-01 
 1.64800000e-07  9.82838280e-01 
 1.69800000e-07  9.81784342e-01 
 1.74800000e-07  9.80699295e-01 
 1.79800000e-07  9.79583174e-01 
 1.84800000e-07  9.78436014e-01 
 1.89800000e-07  9.77257853e-01 
 1.94800000e-07  9.76048727e-01 
 1.99800000e-07  9.74808674e-01 
 2.04800000e-07  9.73537734e-01 
 2.09800000e-07  9.72235947e-01 
 2.14800000e-07  9.70903354e-01 
 2.19800000e-07  9.69539998e-01 
 2.24800000e-07  9.68145921e-01 
 2.29800000e-07  9.66721168e-01 
 2.34800000e-07  9.65265785e-01 
 2.39800000e-07  9.63779816e-01 
 2.44800000e-07  9.62263310e-01 
 2.49800000e-07  9.60716314e-01 
 2.54800000e-07  9.59138877e-01 
 2.59800000e-07  9.57531050e-01 
 2.64800000e-07  9.55892883e-01 
 2.69800000e-07  9.54224428e-01 
 2.74800000e-07  9.52525738e-01 
 2.79800000e-07  9.50796866e-01 
 2.84800000e-07  9.49037869e-01 
 2.89800000e-07  9.47248800e-01 
 2.94800000e-07  9.45429718e-01 
 2.99800000e-07  9.43580679e-01 
 3.04800000e-07  9.41701743e-01 
 3.09800000e-07  9.39792968e-01 
 3.14800000e-07  9.37854416e-01 
 3.19800000e-07  9.35886147e-01 
 3.24800000e-07  9.33888224e-01 
 3.29800000e-07  9.31860711e-01 
 3.34800000e-07  9.29803671e-01 
 3.39800000e-07  9.27717170e-01 
 3.44800000e-07  9.25601274e-01 
 3.49800000e-07  9.23456050e-01 
 3.54800000e-07  9.21281566e-01 
 3.59800000e-07  9.19077891e-01 
 3.64800000e-07  9.16845094e-01 
 3.69800000e-07  9.14583246e-01 
 3.74800000e-07  9.12292420e-01 
 3.79800000e-07  9.09972687e-01 
 3.84800000e-07  9.07624122e-01 
 3.89800000e-07  9.05246798e-01 
 3.94800000e-07  9.02840790e-01 
 3.99800000e-07  9.00406176e-01 
 4.04800000e-07  8.97943032e-01 
 4.09800000e-07  8.95451437e-01 
 4.14800000e-07  8.92931468e-01 
 4.19800000e-07  8.90383207e-01 
 4.24800000e-07  8.87806734e-01 
 4.29800000e-07  8.85202130e-01 
 4.34800000e-07  8.82569478e-01 
 4.39800000e-07  8.79908861e-01 
 4.44800000e-07  8.77220364e-01 
 4.49800000e-07  8.74504072e-01 
 4.54800000e-07  8.71760071e-01 
 4.59800000e-07  8.68988448e-01 
 4.64800000e-07  8.66189291e-01 
 4.69800000e-07  8.63362688e-01 
 4.74800000e-07  8.60508729e-01 
 4.79800000e-07  8.57627505e-01 
 4.84800000e-07  8.54719106e-01 
 4.89800000e-07  8.51783625e-01 
 4.94800000e-07  8.48821155e-01 
 4.99800000e-07  8.45831789e-01 
 5.04800000e-07  8.42815624e-01 
 5.09800000e-07  8.39772753e-01 
 5.14800000e-07  8.36703273e-01 
 5.19800000e-07  8.33607282e-01 
 5.24800000e-07  8.30484879e-01 
 5.29800000e-07  8.27336160e-01 
 5.34800000e-07  8.24161228e-01 
 5.39800000e-07  8.20960181e-01 
 5.44800000e-07  8.17733122e-01 
 5.49800000e-07  8.14480153e-01 
 5.54800000e-07  8.11201376e-01 
 5.59800000e-07  8.07896897e-01 
 5.64800000e-07  8.04566818e-01 
 5.69800000e-07  8.01211247e-01 
 5.74800000e-07  7.97830289e-01 
 5.79800000e-07  7.94424051e-01 
 5.84800000e-07  7.90992642e-01 
 5.89800000e-07  7.87536170e-01 
 5.94800000e-07  7.84054744e-01 
 5.99800000e-07  7.80548475e-01 
 6.04800000e-07  7.77017475e-01 
 6.09800000e-07  7.73461854e-01 
 6.14800000e-07  7.69881725e-01 
 6.19800000e-07  7.66277203e-01 
 6.24800000e-07  7.62648401e-01 
 6.29800000e-07  7.58995434e-01 
 6.34800000e-07  7.55318418e-01 
 6.39800000e-07  7.51617469e-01 
 6.44800000e-07  7.47892705e-01 
 6.49800000e-07  7.44144243e-01 
 6.54800000e-07  7.40372204e-01 
 6.59800000e-07  7.36576705e-01 
 6.64800000e-07  7.32757867e-01 
 6.69800000e-07  7.28915812e-01 
 6.74800000e-07  7.25050660e-01 
 6.79800000e-07  7.21162535e-01 
 6.84800000e-07  7.17251560e-01 
 6.89800000e-07  7.13317858e-01 
 6.94800000e-07  7.09361555e-01 
 6.99800000e-07  7.05382775e-01 
 7.04800000e-07  7.01381645e-01 
 7.09800000e-07  6.97358291e-01 
 7.14800000e-07  6.93312841e-01 
 7.19800000e-07  6.89245423e-01 
 7.24800000e-07  6.85156166e-01 
 7.29800000e-07  6.81045200e-01 
 7.34800000e-07  6.76912654e-01 
 7.39800000e-07  6.72758660e-01 
 7.44800000e-07  6.68583350e-01 
 7.49800000e-07  6.64386855e-01 
 7.54800000e-07  6.60169309e-01 
 7.59800000e-07  6.55930845e-01 
 7.64800000e-07  6.51671597e-01 
 7.69800000e-07  6.47391702e-01 
 7.74800000e-07  6.43091293e-01 
 7.79800000e-07  6.38770507e-01 
 7.84800000e-07  6.34429482e-01 
 7.89800000e-07  6.30068355e-01 
 7.94800000e-07  6.25687264e-01 
 7.99800000e-07  6.21286347e-01 
 8.04800000e-07  6.16865745e-01 
